id,bc1,bc2,bc3,bc4,bc5,bc6,bc7,bc8,bc9,bc10,bc11,bc12,bc13,bc14,bc15,bc16,bc17,bc18,bc19
19,11.802583694458008,11.489500045776367,29.668697357177734,997.0506591796875,30.822500228881836,-7.903500080108643,38.72600173950195,17.305042266845703,-1.172458291053772,23.5939998626709,-1.172458291053772,974.0,109.0,46.0,23.24183464050293,304.0,168.0,274.0,168.0
12,-16.98062515258789,5.214624881744385,12.915480613708496,1350.25244140625,4.167250156402588,-36.20774841308594,40.375,-0.8721665740013123,-31.819499969482422,0.9139583706855774,-31.819499969482422,114.0,25.0,3.0,78.37769317626953,68.0,9.0,57.0,9.0
13,-5.382964611053467,8.578261375427246,23.110309600830078,1059.979736328125,14.228686332702637,-22.890079498291016,37.11876678466797,6.216487884521484,-17.626361846923828,8.129446029663086,-17.626361846923828,219.0,41.0,7.0,56.13034439086914,103.0,25.0,94.0,25.0
18,-16.798219680786133,6.29143762588501,14.151021003723145,1449.160400390625,7.92549991607666,-36.533748626708984,44.45924758911133,0.7122499346733093,-32.37991714477539,2.398458242416382,-32.37991714477539,108.0,24.0,2.0,70.83912658691406,59.0,10.0,53.0,10.0
15,17.575489044189453,9.878020286560059,53.99448013305664,300.7399597167969,26.05175018310547,7.75724983215332,18.29450035095215,21.02287483215332,13.82016658782959,21.02287483215332,13.82016658782959,1398.0,205.0,49.0,46.458335876464844,564.0,188.0,564.0,188.0
3259,19.555620193481445,10.058914184570312,36.86311340332031,627.6397094726562,32.435462951660156,5.148255825042725,27.287206649780273,26.69757843017578,16.31346893310547,26.933332443237305,11.515213012695312,1308.0,182.0,65.0,36.17305374145508,503.0,226.0,465.0,272.0
908,-4.6646552085876465,4.964942455291748,17.149038314819336,792.7862548828125,8.910345077514648,-20.041379928588867,28.951725006103516,-8.847701072692871,-9.745977401733398,5.182758808135986,-14.237931251525879,196.0,28.0,9.0,35.761898040771484,70.0,28.0,47.0,40.0
23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
909,-2.2299790382385254,6.868333339691162,23.83389663696289,769.69970703125,13.647250175476074,-15.170249938964844,28.817501068115234,7.054708480834961,-4.379875183105469,8.030917167663574,-10.656332969665527,738.0,83.0,38.0,24.17391586303711,230.0,125.0,216.0,192.0
946,-11.189011573791504,4.835831642150879,15.956921577453613,956.7767333984375,6.420907020568848,-23.884634017944336,30.3055419921875,-20.14643096923828,-7.847354888916016,1.9583123922348022,-20.805625915527344,354.0,44.0,14.0,29.24205207824707,113.0,51.0,89.0,109.0
